Tweet ID, Tweet Text, Information Source, Information Type, Informativeness
267850912628871168,"RT @NewEarthquake: 4.7 earthquake, 25km SW of Ocos, Guatemala. Nov 11 21:31 at epicenter (24m ago, depth 35km). http://t.co/spXy7KQV",Media,Other Useful Information,Related and informative
267852665885687808,@MadriCR En costa rica sería normal .. luego del sismo de guatemala .. hace un par de Horas ...,Outsiders,Other Useful Information,Related - but not informative
267853576049684481,RT @rulobono: Fuerza a #SanMarcos estamos con uds saldrán de esto. ojala y me ayuden a retuitiar esto!! gracias. http://t.co/ZyfO4Ei8,Outsiders,Sympathy and support,Related - but not informative
267854955946311680,RT @CCURTGO: 6.5 earthquake strikes off Guatemala's coast http://t.co/9nPRVwFg,Media,Other Useful Information,Related and informative
267864317653835776,"RT @chematierra: Se siguen acomodando, la Placa de Cocos subyace a la del Caribe, nuevo sismo M4.7/9:31pm, 25km al SW de Ocos Guatemala  ...",Outsiders,Other Useful Information,Related and informative
267872613961961472,"Forte terremoto de magnitude 6,2 sacode a Guatemala : É a réplica mais forte do tremor de 7,4 graus que matou 52... http://t.co/l6vB2naA",Outsiders,Affected individuals,Related and informative
267893023478788096,6.5-magnitude quake rattles Guatemala's coast: A 6.5-magnitude earthquake shook Guatemala's Pacific coastline on... http://t.co/HH0GxlvO,Media,Other Useful Information,Related and informative
267968265094057984,"Guatemala sofre novo terremoto de 6,2 graus depois de série de réplicas http://t.co/9m2NIcr8",Outsiders,Other Useful Information,Related and informative
267969263313231872,"Guatemala sofre novo terremoto, depois de uma série de réplicas http://t.co/fr8cXgj1",Media,Other Useful Information,Related and informative
268001748201922561,"RT @Oxfam: Guatemala earthquake: we're helping local orgs to reach up to 7,000 people w household goods, blankets, mattresses &amp; hygi ...",Media,Donations and volunteering,Related and informative
268015815914311680,Un sismo de 6.5 grados se registra cerca de la frontera entre México y Guatemala http://t.co/UjJv1gQg,Media,Other Useful Information,Related and informative
268018626068619264,@GlendyGon con cuidado y Dios les bendiga. #SanMarcos,Outsiders,Sympathy and support,Related - but not informative
268020341559939072,#Sismo Frente a El Salvador #Hoy:12/11/12 09:12 Lat:12.23N Long:89.46W Prof(km):13.1 Richter:3.5ML #Ineter http://t.co/oD3LwkmQ,Not labeled,Not labeled,Not related
268025685120008194,#Guatemala: 50% #Descuento en el Test de Embarazo * Durante todo el mes de Noviembre! * Hasta agotar existencias http://t.co/FDDEtciL,Not labeled,Not labeled,Not related
268041388585799680,@Anne_R_u_Ok: 6.5-magnitude quake strikes off Guatemala http://t.co/mtckd1cN via @addthis,Media,Other Useful Information,Related and informative
268064461422747649,One way to wear a tie if you're a girl #Fashion #Trends #SaulEMendez #Guatemala #Style Style by Red: THE TIE LOOK http://t.co/u0wG9hbL,Not labeled,Not labeled,Not related
268103057433321473,RT @Willy_lopezz: Wow! Leer que Adam Levine ( integrante de Maroon 5) donará dinero a víctimas del terremoto en Guatemala es sorprendent ...,Outsiders,Donations and volunteering,Related - but not informative
268118228243460096,Entregaremos ayuda en el hospital nacional de #SanMarcos #Guatemala,Outsiders,Donations and volunteering,Related and informative
268171466523148288,At least 48 dead after 7.4-magnitude quake off Mexico-Guatemala border – This Just In - http://t.co/Meuji2vN Blogs http://t.co/ZQxbDyhu,Media,Affected individuals,Related and informative
268175853773524992,RT @UniNoticias: - Aumenta a 20 mil número de damnificados tras sismo del pasado 7 de noviembre en Guatemala. http://t.co/Qpdpnfc0,Media,Affected individuals,Related and informative
268220032385941504,"Aviso #Sismo con Magnitud 5.4, Off the coast en Aisen, Chile",Not applicable,Not applicable,Related and informative
268226424509460480,@lapoly52  lo dijeron Adormir con #Pijama de #minero que red quake alert aun que no descarta un #sismo de 6º para HOY #MARTES13 #AsiSomos,Outsiders,Not applicable,Related and informative
268227003285647360,RT @sonora969: @telecentrofsoto: Fuerte sismo se reporta en #SanMarcos @sonora969 @T13Noticias http://t.co/fB7kinUk,Media,Other Useful Information,Related and informative
268229540847943680,"RT @wikisismos: AHORA - #Sismo de M 5.1, 132km S of Masset, Canada http://t.co/r5Wva20j #jishin #quake",Not labeled,Not labeled,Not applicable
268251619680989184,"@wikisismos: AHORA - #Sismo de M 4.8, 60km SSW of Champerico, Guatemala http://t.co/QhJaHfcC #jishin #quake",Media,Other Useful Information,Related and informative
268266719179583488,"#Temblor♨ M 4.4, 1km WSW of Delianuova, Italy http://t.co/fsku8L1q #Earthquake #Sismo",Not labeled,Not labeled,Not related
268309907932061696,"RT @CronicaChillan: Un #SISMO de 6,0º Richter se registró frente a la costa de Aysén http://t.co/F2QivD0d",Outsiders,Caution and advice,Related and informative
268311854059778048,"RT @solosismos: Aviso #Sismo con Magnitud 1.0, 46km NW en Cape Yakataga, Alaska",Not labeled,Not labeled,Not related
268312260911452160,"RT @solosismos: Aviso #Sismo con Magnitud 1.8, 4km W en Cobb, California",Not labeled,Not labeled,Not related
268344590598295552,"Hoy habrá #TerremotoGt por ser martes 13, los temblores eran una introduccion",Outsiders,Caution and advice,Related - but not informative
268367340519976960,RT @sonora969: Continúa el proceso de demolición de viviendas en #SanMarcos http://t.co/f2PnJvjB,Media,Infrastructure and utilities,Related and informative
268371262198386689,RT @sonora969: Continúa el proceso de demolición de viviendas en #SanMarcos http://t.co/f2PnJvjB,Not labeled,Not labeled,Not related
268377343951790080,"@AccionMob #AccionMOB vengan a #Guatemala a disfrutar un plato delicioso de #Revolcado, @DANILOMONTERO_ @lillygoodman http://t.co/sWQpPbfa",Not labeled,Not labeled,Not related
268399024275591169,"State Farm Insurance in #SanMarcos, #TX - http://t.co/x1tpEtfs",Not labeled,Not labeled,Not related
268404363662327809,"RT @SismologicoMX: #SISMO Magnitud 4.1 Loc. 145 km al SUROESTE de CD HIDALGO, CHIS 13/11/12 09:02:54 #México",Not labeled,Not labeled,Not related
268432268362649600,"$ 3OO,OOO.OO Donara la Republica de #taiwan a #guatemala Anunciado por Adolfo Sun, Embajador de Taiwan...",Business,Donations and volunteering,Related and informative
268438199112708097,RT @CIVgt: Ministro de Comunicaciones @ASinibaldi coordina trabajos de limpieza y demolición en #SanMarcos. @ottoperezmolina http://t.co ...,Government,Infrastructure and utilities,Related and informative
268451696357830657,[Ym] ⒸⒸ↪ Sube a 44 el número de muertos por el terremoto en Guatemala http://t.co/2ZJJ2wWU ↩ #Noticias #Mundo,Media,Affected individuals,Related and informative
268469396320686082,Únanse al fanpage del certamen #MissTeenUniverse #Guatemala http://t.co/PXwXYHd6 @TeenUniverseOfi,Not labeled,Not labeled,Not related
268489864545185793,RT @NoSePaseDice: RT Si Ofreces a Peña Nieto para calmar la ira de Los Mayas #Temblor #Sismo,Not applicable,Other Useful Information,Related - but not informative
268507824559116289,"sonora969, @sonora969 es ahora una tendencia en #Guatemala http://t.co/1bWleUdG",Not labeled,Not labeled,Not related
268511276454535168,#chile 78 km al E de Tierra Amarilla:  Preliminar: Si Magnitud: 4.8 Profundidad: 170 Km Hora cerca del Ep... http://t.co/2N9J3fGk #sismo V,Outsiders,Caution and advice,Related and informative
268511372940292096,"#Sismo M 4.7, Atacama, Chile: November 14, 2012 00:00:45 GMT http://t.co/a7IxAtfK",Not applicable,Infrastructure and utilities,Related and informative
268525918761414658,"Rescatan últimos dos cuerpos en San Marcos, tras sismo en Guatemala http://t.co/BemOkbTT #Internacional",Media,Affected individuals,Related and informative
268541978755620864,RT @holamexico: Las autoridades reportan que no hay daños en el DF tras #Sismo de 7.3 grados  http://t.co/voAetB2G,Media,Other Useful Information,Related and informative
268620512891133952,Guatemala a una semana del terremoto - Prensa Latina http://t.co/KeYEmoNy #Guatemala,Media,Other Useful Information,Related and informative
268702142435581953,"Blogging the Earthquake's Aftermath from Huitán, #Guatemala http://t.co/YPswfUux via @globalvoices",Not labeled,Not labeled,Not related
268737718522114048,Aumenta a 44 el número de muertos por terremoto en Guatemala http://t.co/kvZBDaUq,NGOs,Affected individuals,Related and informative
268750041387261952,#informate Sismo de 3.1 sacude frontera con El Salvador y Guatemala http://t.co/ikACDZLH,Media,Affected individuals,Related and informative
268758962667659264,"Aviso #Sismo con Magnitud 1.4, 31km SE en Lone Pine, California",Not applicable,Not applicable,Related and informative
268800138179407872,Terremoto na Guatemala afeta mais de um milhão de pessoas http://t.co/1Z2XiC5h,NGOs,Affected individuals,Related and informative
268801132229439488,"TERREMOTOS, DESASTRES y CONTAMINACIÓN pero también ESPERANZA con esta canción de Roxero: http://t.co/QGO8XmUf #Sismo #Temblor #Terremoto",Outsiders,Sympathy and support,Related - but not informative
268805125198475265,"RT @tiempoclima: #SISMO 6.0 Mw - COQUIMBO, CHILE en Zona central 14/11/2012 20:02 GMT http://t.co/2TNRvVkt",Not labeled,Not labeled,Not related
268821919200051200,El #SISMO del norte provocó rodados en Vallenar http://t.co/fLCm5AqO,Not applicable,Not applicable,Related and informative
268836620210434048,RT @PublimetroChile: Dos perros ayudan a localizar a su amo víctima del terremoto en Guatemala --&gt; http://t.co/rsSDC07O,Media,Affected individuals,Related and informative
268883579638001664,"International Friendly - #Paraguay 3-1 #Guatemala. Goles: 37' Luis Caballero, 59' P. Aguilar (P), 87' M. Lopez (G), 90' P. Aguilar (P)",Not labeled,Not labeled,Not related
268932640420294656,@VENENO_CRUZ: Me gustaría que todos vieran este video #SANMARCOS http://t.co/pFrTl2Ug”,Not applicable,Other Useful Information,Related - but not informative
268954295637008385,"RT @ActualidadRT: #Sismo de 6,3 grados estremece varias regiones de #Chile http://t.co/RCQ76GjN",Not labeled,Not labeled,Not related
268988793783201792,"jugando a la play, &amp; esta sacudida pffff ._. #temblorgt",Eyewitness,Not applicable,Related - but not informative
269121723864072192,#Sismo  a 31 km al N de Pozo Almonte: Preliminar: Si Magnitud: 2.8 Profundidad: 48 Km Hora... http://t.co/qjYyZPdA #Innova_virtual news,Media,Other Useful Information,Related and informative
269125175759495168,"RT @SanRomanMario: #Sismo de 6.38, epicentro en Guerrero",Not labeled,Not labeled,Not related
269158612742586369,"TodoTiempo: #Temblorâ¨ M 2.5, 11km ENE of Lima, Montana http://t.co/TYS05ORh #Earthquake #Sismo https://twitter... http://t.co/IIYI295V",Not labeled,Not labeled,Not related
269167546610118657,Guatemala: el sismo ya lleva 193 réplicas http://t.co/gYAI6mek,Media,Other Useful Information,Related and informative
269204477448433664,Ficha #EU a dos socios de “El Chapo” Guzmán en #Guatemala http://t.co/amuLmaxv vía  Están por cumplirse 12 años de su fuga. @fuentes_sarah,Not labeled,Not labeled,Not related
269239818653954049,RT @Peru21pe: #Sismo de 4.5 grados se sintió en Lima http://t.co/0dEO5g1y,Not labeled,Not labeled,Not related
269245082505461760,RT @24HorasTVN: #Sismo 5.2 #Richter afecta a las regiones de #Tarapacá y #Antofagasta. Detalles: http://t.co/6iLo1uGQ,Not labeled,Not labeled,Not related
269259410260504576,Esperó que haya otro temblor en Guatemala para que ahora si se mueran todos esos gusanos.,Outsiders,Sympathy and support,Related - but not informative
269428889502248962,"【#USGS #Breaking】 M 4.8, 47km S of Champerico, Guatemala http://t.co/5gzhJK96 #PastHour #48 #earthquake #tsunami #prayfromjapan",Media,Caution and advice,Related and informative
269430583992672256,RT Stunning book on #Guatemala now on #Kindle http://t.co/S0Sfsniu,Not labeled,Not labeled,Not related
269435034165993472,"#earthquake M 4.8, offshore Guatemala: November 16, 2012 13:02:01 GMT http://t.co/9vAS4Nfs",Media,Other Useful Information,Related and informative
269440893600268288,"RT“@SectyEC: #earthquake Hora UTC: 2012/11/16 12:38:12.1 UTC mag: 3.3, Lat: -22.592, Lon: -69.168, Loc: 27 km al SO de Calama #chile #sismo”",Not labeled,Not labeled,Not related
269529070457458688,Fotos De #Guatemala Lapidas y esfuerzos: ChinoEstrada posted a photo:   http://t.co/3gny0otZ,Not labeled,Not labeled,Not related
269552113959452672,Nose si pasar Navidad en #SanMarcos :/,Not labeled,Not labeled,Not related
269579108516765697,RT @PrinceRoyce: Pensando en la gente de #Guatemala y mandandole mucho cariño a ustedes!! Se les quiere!! Fuerza!!,Outsiders,Sympathy and support,Related - but not informative
269600973389983745,RT @EmisorasUnidas: #TitularesEU: Para el lunes se anuncia otra demanda contra cinco comercios de #SanMarcos que también incurrieron en  ...,Not labeled,Not labeled,Not related
269710855782932480,"RT @NewEarthquake: 4.5 earthquake, 67km SSW of Ocos, Guatemala. Nov 17 00:47 at epicenter (34m ago, depth 35km). http://t.co/OP9lT59n",Eyewitness,Caution and advice,Related and informative
269752631046574081,"RT @FUNVISIS: #Sismo:2012/11/17 1:14 (HLV), Mag. 3.0 Mw, a 44 Km al noreste de Maturin (10.104 N,63.008 W), prof. 8.8 Km",Media,Not applicable,Related and informative
269787141771501569,"#Sismo #Earthquake M 4.6, 103km NNW of Dobo, Indonesia: Saturday, November 17, 2012 12:22:1... http://t.co/CCQLdJVT http://t.co/NlruPi7O",Not labeled,Not labeled,Not related
269803042398928896,RT @sonora969: Bendiciones Hermoso sabado      @telecentrofsoto: Esta foto es la foto de un amanecer en #SanMarcos @sonora969 http://t.c ...,Not applicable,Other Useful Information,Related - but not informative
269853810258747392,Esta noche en #Guatemala http://t.co/syQ7tSkm,Not applicable,Other Useful Information,Related - but not informative
269853873173327873,Agnte001 Creará Guatemala comité de reconstrucción tras terremoto: El comité tendrá como objetivo coordinar la r... http://t.co/rAzkRXB1,Media,Infrastructure and utilities,Related and informative
269887222076030976,#chile 67 km al O de Arica:  Preliminar: Si Magnitud: 3 Profundidad: 46 Km Hora cerca del Epicentro: 2012... http://t.co/JR5nimin #sismo,Not labeled,Not labeled,Not related
269887234675732480,#Sismo 67 km al O de Arica:  Preliminar: Si Magnitud: 3 Profundidad: 46 Km Hora cerca del Epicentro: 2012... http://t.co/15Y67evR #Chile,Not labeled,Not labeled,Not related
269888128041508864,The Maya http://t.co/94utuStG Not only in #Mexico but in Central America: #ElSalvador #Honduras #Guatemala,Not labeled,Not labeled,Not related
269938224829456384,"#Temblor♨ M 4.9, 223km NW of Saumlaki, Indonesia http://t.co/gKSGUBAP #Earthquake #Sismo",Not labeled,Not labeled,Not related
269938728120745984,#Venezuela envió a #Guatemala 50 toneladas de alimentos http://t.co/idWu9T5B,Not labeled,Not labeled,Not related
269945246094340096,RT @prensa_libre: Venezuela envía a Guatemala 50 toneladas más de alimentos y medicinas para afectados de terremoto http://t.co/FV1B2mV9 ...,Media,Donations and volunteering,Related and informative
269986413167136769,#guatemala #paradise #loveit http://t.co/vMAgoAcT,Not labeled,Not labeled,Not related
270022589030748160,RT @hdluis: Después de todo veo un #SanMarcos lleno de esperanza y que se va levantar!!  Sólo creamosle a Dios y nuestros corazones conf ...,Eyewitness,Sympathy and support,Related - but not informative
270219880719065088,*La niña es de #Guatemala. ? NOO le quiere hacer competencia a Melly y Andersito creo que eran JAJAJAJAJAJA ella quiere followers y ser TT*,Not labeled,Not labeled,Not related
270236259467792384,#Sismo  a 42 km al O de Pichilemu: Preliminar: Si Magnitud: 2.7 Profundidad: 28 Km Hora cerca... http://t.co/5ty2ivHJ #Innova_virtual news,Media,Other Useful Information,Related and informative
270345483342446592,@FotosDeGuate DSC00562: Hub66 posted a photo:    Antigua Guatemala http://t.co/8kalUi0J #Guatemala,Not labeled,Not labeled,Not related
270530888339685377,#Sismo  a 47 km al O de Navidad: Preliminar: Si Magnitud: 3.8 Profundidad: 28 Km Hora cerca del... http://t.co/2Xu8VI6n #Innova_virtual news,Not applicable,Caution and advice,Related and informative
270533623042670593,RT @amnestyitalia: #Guatemala: “Le ossa raccontano una storia” http://t.co/MxAZt9zJ #antropologia #giustizia @personedignita,Not labeled,Not labeled,Not related
270567223595253760,#chile 51 km al S de Moquegua:  Preliminar: Si Magnitud: 4.2 Profundidad: 57 Km Hora cerca del Epicentro:... http://t.co/wf84LSIv #sismo,Media,Other Useful Information,Related and informative
270569413042921473,"Empezó a moverse la semana =) ... bueno, a un mes del pronosticado fin del mundo... es cosa de esperar! #sismo",Not labeled,Not labeled,Not related
270569975092236289,"#sismo #temblor Arica, fuerte sismo pronosticado por red quake alert",Not applicable,Caution and advice,Related and informative
270599851107024896,"#Sismo #Mundo #USGS M 2.7, Central California: Monday, November 19, 2012 18:07:40 UTCMonday, November 19, 2012 1... http://t.co/LDOZcWnE",Not labeled,Not labeled,Not related
270781468672933888,"RT @T13Noticias: Israel hará llegar a Guatemala víveres a los damnificados del terremoto, los cuales serán distribuidos en 82 albergues  ...",Media,Donations and volunteering,Related and informative
270899529908375554,"RT @CajaVacia_: Tranquilos, no se preocupen por el temblor... es Goku entrenando para su regreso en el 2013. #TemblorGT http://t.co/NwGGAs7E",Outsiders,Sympathy and support,Related - but not informative
270936536286126082,Comenzará reconstrucción de viviendas tras sismo en Guatemala: El gobierno guatemalteco evaluó hoy las primeras acciones de reconstru...,Outsiders,Infrastructure and utilities,Related and informative
271031843422351360,@ASOT600CA: Quienes iran a Steve Aoki y Emma hewitt? #guatemala \©/,Not labeled,Not labeled,Not related
271038537544110080,"#Guatemala, segundo país del mundo con más femicidios : ONU http://t.co/MolnK7xK y el Estado de México el 1ro en el país #Noticias #Campeche",Not labeled,Not labeled,Not related
271040613745569792,#Guatemala: 3.4 milliones de personas afectadas por sismo de escala 7.2. - http://t.co/oNDPCq46,Outsiders,Affected individuals,Related and informative
271051812520468480,"¡Me fascina ese lugar! RT @CNNEE #Tikal, una metrópoli que preserva las maravillas del mundo #maya http://t.co/x3nLfVLV  #Guatemala",Not labeled,Not labeled,Not related
271054593356623872,"RT @CNNEE: #Tikal, una metrópoli que preserva las maravillas del mundo #maya http://t.co/I32OfM5Y #Guatemala",Not labeled,Not labeled,Not related
271071487987957760,"RT @Lucho1408: #Sismo M 5.0, New Britain region, Papua New Guinea http://t.co/XW5mSoyO",Not applicable,Not applicable,Related - but not informative
271087602533269504,Felicidades a el equipo de baloncesto de #SanMarcos por su cuarta corona consecutiva,Not labeled,Not labeled,Not related
271300614435270656,"#Temblor♨ M 5.8, 225km SSW of Panenggoede, Indonesia http://t.co/7gCCDnNE #Earthquake #Sismo",Not labeled,Not labeled,Not related
271307140759699456,"RT @solosismos: ALERTA #Sismo con Magnitud 5.8, 225km SSW en Panenggoede #Indonesia",Not applicable,Caution and advice,Related and informative
271315130946580480,@SelAca10 Muy linda te vistes como siempre Saludos &amp; muchos abrazos :* #Guatemala,Not labeled,Not labeled,Not related
271320583541776384,"http://t.co/fLVH9b4V #Sismo de 5.0  grados a las 17:42:37UTC de 21/11/2012  en NEAR THE EAST COAST OF HONSHU, JAPAN http://t.co/XM2IfHmw",Not applicable,Other Useful Information,Related and informative
271339772448997376,#SISMO con epicentro en Navidad es el octavo en menos de 24 horas http://t.co/sTuF8ys5,Not labeled,Not labeled,Not related
271360727187611648,"RT @LAVOZ__: #SISMO: #Calama: [Preliminar] 4.2 a 44km al NE de Maria Elena, a 105km de profundidad.",Not labeled,Not labeled,Not related
271370751603535872,Grado VI y ni lo sentido... #Sismo,Not applicable,Other Useful Information,Related - but not informative
271377865134706688,"RT @infosismos: Actualiz. #sismo M6.1 ... O´Higgins, Chile 21-nov-2012 21:36 UTC. Prof.: 15.6 km,mapa: http://t.co/kEaYQY2H #earthquake",Media,Other Useful Information,Related and informative
271386316657283072,RT @QuakeAlarm_RM: 19:52 hrs. Se activa Quake Alarm (Detector de #Sismo) ubicado en #SantiagoCentro #RegiónMetropolitana @reddeemergencia,Not labeled,Not labeled,Not applicable
271392582964236288,"ALERTA #Sismo con Magnitud 1.4, 36km E en Lazy Mountain #Alaska",Not labeled,Not labeled,Not related
271399172215812097,"RT @CNNEE: #Sismo de magnitud 6,1 sacudió las costas de #Chile http://t.co/zxdNcdHo",Media,Other Useful Information,Related and informative
271500795969683457,"ALERTA #Sismo con Magnitud 4.8, 84km WSW en Challapata #Bolivia",Not labeled,Not labeled,Not related
271677439099428865,Situación en Navidad: autoridades no descartaron que pueda haber un temblor de mayor intensidad #sismo http://t.co/tFlYMcHp vía @soychilecl,Not labeled,Not labeled,Not related
271697311724339200,RT @CNNEE: #Guatemala condena a 448 años de prisión a un zeta #mexicano http://t.co/KvVR8fUP #ElAmarillo,Not labeled,Not labeled,Not related
271697500438687745,RT @CNNEE: #Guatemala condena a 448 años de prisión a un zeta #mexicano http://t.co/KvVR8fUP #ElAmarillo,Not labeled,Not labeled,Not related
271702701375643648,RT @CNNEE: #Guatemala condena a 448 años de prisión a un zeta #mexicano http://t.co/KvVR8fUP #ElAmarillo,Not labeled,Not labeled,Not related
271842115867271168,RT @teleSURtv: Video: Guatemala pospone reformas para atender crisis por terremoto http://t.co/yWX7xfX6,Media,Other Useful Information,Related and informative
271938257703559168,"#LatijnsAmerika - 8,3% van de latino's is ondervoed, zegt FAO. #Guatemala aan top met 30%. #Bolivia en #Paraguay volgen met rond 25%.",Not labeled,Not labeled,Not related
272089714029363201,"ALERTA #Sismo con Magnitud 2.1, 22km SE en El Negro #Puerto Rico",Not applicable,Other Useful Information,Related and informative
272146240656003073,RT@Lupita_Fans: EN VIVO! Red carpet de @lupita_film con @DulceMaria en @festivalicaro ~» http://t.co/TP5bRiqi #Guatemala,Not labeled,Not labeled,Not related
272490458779897856,flat skate sesh #skateboarding #skatelide #sky #sunset #Guatemala @guatephotos #xela . #life #weekend http://t.co/iJxhDSOT,Not labeled,Not labeled,Not related
272511417746350080,#ClimaGT A las 19 hrs. en la Ciudad de #Guatemala se registra una temperatura de 14 grados. Se aprecian algunas nubes y viento a 7.2 m/s,Not labeled,Not labeled,Not related
272523086270693376,#Guatemala Italy: More than 350 African migrants intercepted off Italy http://t.co/XEp5LOWG #crisismanagement,Not labeled,Not labeled,Not related
272572008645132288,"#Sismo 4,1 . 4km al O de Valparaiso.",Not labeled,Not labeled,Not related
272713297990676483,"RT @GabrielaEngels6: Sismo en Guatemala deja 50,000 damnificados http://t.co/BLUDx6XK",Outsiders,Affected individuals,Related and informative
272754074988969985,"ALERTA #Sismo con Magnitud 1.0, 14km N en Meadow Lakes #Alaska",Not applicable,Caution and advice,Related and informative
203440928084602880,E #Navelli... a che punto siamo? Dov'è il piano di #ricostruzione? #laquila #sisma #terremoto http://t.co/z7ZO4wQ8,Outsiders,Other Useful Information,Related - but not informative
203843778409283584,"RT @andmarini: #Modena Strage di Brindisi, alle 18 presidio al Sacrario. A mezzanotte minuto di silenzio al... http://t.co/boE09BWv @gaz ...",Not labeled,Not labeled,Not related
204030290715348993,#Terremoto ! in alto si sente parecchio,Outsiders,Sympathy and support,Related - but not informative
204030617850089472,Inequivocabilmente questa era una scossa di #terremoto,Eyewitness,Sympathy and support,Related - but not informative
204030861119729664,#terremoto #busto #arsizio ore 04.7,Eyewitness,Not applicable,Related - but not informative
204032853439283201,"“@perugini: 44.956°N, 11.241°E - 4.2 Magnitudo - Nord ITalia #terremoto http://t.co/Er9s2Pu2”questo e'quello dell'1:13",Eyewitness,Other Useful Information,Related and informative
204033939772407808,"RT @Reuters: BREAKING NEWS: 6.3 magnitude earthquake strikes northwest of Bologna, Italy: USGS",Media,Other Useful Information,Related and informative
204033969124155392,"RT @Reuters: BREAKING NEWS: 6.3 magnitude earthquake strikes northwest of Bologna, Italy: USGS",Media,Other Useful Information,Related and informative
204034501796569090,RT @silla995: Fokka la bindella il #terremoto,Eyewitness,Not applicable,Related - but not informative
204034510176780288,"RT @Reuters: BREAKING NEWS: 6.3 magnitude earthquake strikes northwest of Bologna, Italy: USGS",Media,Other Useful Information,Related and informative
204034518577975299,RT @pciuccarelli: #terremoto #map http://t.co/DMeBnXEE,Media,Caution and advice,Related and informative
204034585670062080,"RT @USGSted: Strong earthquake, NORTHERN ITALY, May-20 02:03 UTC, 261 #terremoto tweets/min,  http://t.co/0FKAcV05",Media,Caution and advice,Related and informative
204034644398702592,Oddio #terremoto.  L'ho sentito solo io alle 4 del mattino?,Eyewitness,Sympathy and support,Related - but not informative
204035357413605377,10 secondi di forti scosse di terremoto a Vignola di Modena alle 04.00,Eyewitness,Affected individuals,Related and informative
204035848147177475,"#terremoto i hate dancing at 4 am, so I never go to clubs. Then you wake up and your bed, doors and whole building are dancing with you. O.o",Eyewitness,Affected individuals,Related - but not informative
204036393436061696,"ilpost Il terremoto in provincia di Modena: Secondo l’agenzia di stampa Reuters, la scossa sarebbe stata di magn... http://t.co/4dBk6gPX",Media,Other Useful Information,Related and informative
204036527653785600,RT @Corriereit: #Terremoto avvertito nel Nord sull'asse Emilia-Veneto @Corriereit,Media,Other Useful Information,Related and informative
204036984811945984,Arriva prima su #twitter che da altri parti la notizia del #terremoto. Che scorlo cio'!!,Outsiders,Other Useful Information,Related - but not informative
204037194535542784,grazie a twitter non mi sento più sola #terremoto ma sto ancora tremando di paura :/,Eyewitness,Sympathy and support,Related - but not informative
204037236482772992,"【#USGS #alert】 5.9 - NORTHERN ITALY: Date: Sun, 20 May 2012 02:03:53 UTC Lat/Lon:... http://t.co/2xI9nHkc #earthquake #tsunami #zuto",Not labeled,Not labeled,Not related
204037731389669376,@Selenelios #umorismomacabroscadente #terremoto io ho sgridato il cane che dorme sotto il letto..,Not labeled,Not labeled,Not related
204038352146673664,"RT @Reuters: 5.9-magnitude earthquake strikes near Bologna, Italy  (the earthquake had initially registered at magnitude 6.3) http://t.c ...",Media,Caution and advice,Related and informative
204038377316683776,"RT @Zebbolo: Magnitudo 5.9 gradi Richter, epicentro a 40km a nord di Bologna. #terremoto",Media,Other Useful Information,Related and informative
204038679298183168,@diedigi @stefanobandera i 3 fanatici del #terremoto :) #vogliodormire,Outsiders,Not applicable,Related - but not informative
204038981292265472,RT @lucad1: #terremoto visto da twitter #norditalia http://t.co/nZTw0OT7,Media,Other Useful Information,Related and informative
204039077794824192,#terremoto emiliano. Piadina con la scossadella.,Not labeled,Not labeled,Not related
204039362973925376,"RT @ilpost: C’è stato un terremoto nel nord Italia, avvertito a Milano, Bologna, Torino e Verona: magnitudo 6.3:  http://t.co/CetVJuv0",Media,Other Useful Information,Related and informative
204039388164927488,Pensavo di aver mangiato pesante... Invece no #terremoto,Eyewitness,Other Useful Information,Related - but not informative
204039597850759169,"RT @ElDatoDelDia: #Terremoto de 6.3 azotó el noroeste de Bologna, Italia http://t.co/jv6aRTf3",Media,Other Useful Information,Related and informative
204039669187477504,"RT @gluca: enorme scossa di #terremoto ORA #modena #sanfelice. pare che le case siano ok, interni case distrutti. gente in strada. http: ...",Eyewitness,Infrastructure and utilities,Related and informative
204039702746116096,RT @kekkoz: Record di ascolti per la lezione su Estimo e Teorie della Valutazione che stanno dando su Raidue. #terremoto,Not labeled,Not labeled,Not related
204039874679025664,"RT @Reuters: 5.9-magnitude earthquake strikes near Bologna, Italy  (the earthquake had initially registered at magnitude 6.3) http://t.c ...",Media,Other Useful Information,Related and informative
204040742920912897,#terremoto e' per caso caduto il governo? #sischerza,Not labeled,Not labeled,Not related
204040986203144192,#terremoto #venezia Non ho più avvertito scosse,Eyewitness,Caution and advice,Related - but not informative
204041334317793280,RT @andreabossi: #terremoto ecco la mappa http://t.co/8F9eJW6n,Outsiders,Other Useful Information,Related and informative
204042043129991169,#terremoto cmq qui a #vicenza ne ho sentite altre 2 piccole. Ora dormo ciao @webeconoscenza @lumaca81 @kiavianello @andreacasadeiVE @robitu,Outsiders,Other Useful Information,Related and informative
204044161253519360,"RT @lucauxx: #terremoto: quando ti svegli alle quattro di notte perché trema il letto, prometti solennemente a te stesso che non li sche ...",Eyewitness,Sympathy and support,Related - but not informative
204044551357345793,RT @TheUnspecialOne: La stabilità del letto Ikea durante il #terremoto: mi sono svegliato in bagno.,Not labeled,Not labeled,Not related
204044601668022272,epicentro #terremoto http://t.co/UqmE4FD0,Media,Other Useful Information,Related and informative
